Date,Region,Mean Temperature_lagged12,Total Precipitation (mm)_lagged12,No days with precipitation 1mm or more_lagged12,Heating Degree Days_lagged12,Cooling Degree Days_lagged12,Region population_lagged12,w/m_ratio_lagged12,Boomers_proportion_lagged12,Gen_Alpha_proportion_lagged12,GenX_proportion_lagged12,GenZ_proportion_lagged12,Silent_proportion_lagged12,Millenials_proportion_lagged12,CPI_lagged12,Total employment_lagged12,% employees in Accommodation and food services_lagged12,% employees in Agriculture_lagged12,"% employees in Business, building and other support services_lagged12",% employees in Construction_lagged12,% employees in Educational services_lagged12,"% employees in Finance, insurance, real estate, rental and leasing_lagged12","% employees in Forestry, fishing, mining, quarrying, oil and gas_lagged12",% employees in Health care and social assistance_lagged12,"% employees in Information, culture and recreation_lagged12",% employees in Manufacturing_lagged12,% employees in Other services (except public administration)_lagged12,"% employees in Professional, scientific and technical services_lagged12",% employees in Public administration_lagged12,% employees in Transportation and warehousing_lagged12,% employees in Utilities_lagged12,% employees in Wholesale and retail trade_lagged12,GDP_per_capita_lagged12,New Housing Price Index - Total (house and land)_lagged12,WFH proportion_lagged12,Total immigrant_lagged12,% immigrant_South Asian_lagged12,% immigrant_Chinese_lagged12,% immigrant_Black_lagged12,% immigrant_Filipino_lagged12,% immigrant_Arab_lagged12,% immigrant_Latin American_lagged12,% immigrant_Southeast Asian_lagged12,% immigrant_West Asian_lagged12,% immigrant_Korean_lagged12,% immigrant_Japanese_lagged12,% immigrant_Visible minority_lagged12,% immigrant_Multiple visible minorities_lagged12,% immigrant_Other Population_lagged12
1/4/20,Atlantic,2.369014085,126.0054688,13.6953125,445.7669014,0.005633803,2427359,0.971382506,0.243282114,0.141195934,0.220156253,0.171030354,0.045841826,0.178209632,137.6067558,1134500,0.069546056,0.015160864,0.037197003,0.076333186,0.075275452,0.043631556,0.03287792,0.161921551,0.037285148,0.069898634,0.037285148,0.051123843,0.071925959,0.047509916,0.009078889,0.163948876,46240.15233,100.1,5.835725042,2367167.988,0.031195826,0.01497738,0.015608922,0.032626934,0.004281735,0.004230748,0.005970094,0.002091619,0.001734711,0.000856347,0.001095058,0.00281934,0.882511287
1/4/20,British Columbia,7.500444444,79.39626168,10.17757009,289.5302222,0,5080515,0.983590334,0.209421912,0.14192367,0.204701525,0.195556583,0.04431462,0.203782922,131.2,2677100,0.077023645,0.008815509,0.044077547,0.094430541,0.064323335,0.062156811,0.018340742,0.120129991,0.05080124,0.065182474,0.046057301,0.088678047,0.045945239,0.054984872,0.004856001,0.154196705,54395.47413,107.2,8.3,4846189.852,0.061470787,0.039649022,0.035135961,0.044394827,0.014871409,0.014384819,0.011540688,0.005462036,0.005473828,0.003107287,0.00259463,0.00774634,0.754168367
1/4/20,Manitoba/Saskatchewan,2.509395973,16.98402778,3.986111111,433.6791946,0,2526453,1.0128872,0.178849526,0.191325576,0.185021921,0.200685441,0.040883727,0.202882989,138.7094717,1240200,0.063699403,0.054104177,0.03176907,0.080712788,0.075713595,0.053459119,0.02394775,0.149008224,0.035639413,0.075794227,0.04225125,0.044670214,0.05499113,0.055394291,0.012014191,0.146831156,56911.20615,101.1671925,8.272944597,2396299.215,0.01749241,0.013041678,0.009453492,0.038055479,0.000345018,0.004347226,0.004864753,0.000793541,0.002173613,0.002553133,0.000483025,0.003484681,0.902911951
1/4/20,Ontario,3.248275862,87.49805195,10.24025974,417.8793103,0,14493612,0.979964589,0.192439118,0.157652983,0.20696693,0.201456747,0.04352552,0.197729725,137.4,7405300,0.062117672,0.009601232,0.040660068,0.072164531,0.073433892,0.081873793,0.004469772,0.118577235,0.042807179,0.105492012,0.038864057,0.088936302,0.049424061,0.052786518,0.007089517,0.151702159,55627.72924,104.6,7.1,13885093.62,0.016000977,0.007542445,0.020398192,0.033986808,0.003206303,0.003236839,0.00653475,0.00112984,0.002290216,0.003297911,0.001923782,0.002687187,0.897764749
1/4/20,Quebec,-1.016793893,98.1125,10.41304348,543.6961832,0,8447632,0.996214265,0.216633468,0.159431374,0.202514008,0.176392926,0.046247129,0.198518575,131.5,4342700,0.058742257,0.013102448,0.043889746,0.059248854,0.064821424,0.055587538,0.009993783,0.136873374,0.040781081,0.114813365,0.043498284,0.080272641,0.05952518,0.054044719,0.005710733,0.159094573,48546.75953,103.8,6.7,8241813.607,0.059733623,0.046145812,0.03681579,0.023604333,0.016203182,0.013758631,0.009520776,0.008255787,0.005613574,0.002703161,0.004073763,0.00736479,0.766206779
1/5/20,Alberta,9.541897233,25.89306122,4.934693878,251.0735178,1.386561265,4343505,1.01626996,0.161139897,0.188346956,0.19312358,0.194861891,0.03079389,0.231534033,144,2307200,0.057472261,0.023318308,0.034067268,0.097824202,0.063410194,0.047460125,0.062760055,0.122399445,0.032940361,0.057515603,0.046679958,0.076759709,0.050797503,0.060809639,0.009622053,0.156163315,74586.9577,98.6,7.5,4140785.278,0.006123475,0.004401937,0.005225921,0.003148795,0.002879039,0.001302189,0.000743057,0.000593465,0.000225615,0.000127521,0.000321256,0.000564037,0.974343694
1/5/20,Atlantic,6.172535211,74.164,9.832,348.3591549,0,2430445,0.97137667,0.243275487,0.141199366,0.220150856,0.171037193,0.045843176,0.178209998,137.9524128,1139600,0.069410319,0.015970516,0.038697789,0.075114075,0.075728326,0.044050544,0.034310284,0.15979291,0.037820288,0.06984907,0.037030537,0.052562303,0.071867322,0.045103545,0.009213759,0.163478413,46278.35874,100.3,5.840447262,2367167.988,0.011412819,0.019401793,0.007532461,0.006619435,0.005065536,0.002379134,0.002616169,0.00164169,0.001281747,0.000904246,0.000509187,0.000755002,0.93988078
1/5/20,British Columbia,13.38482143,26.30801887,4.95754717,138.2044643,3.834821429,5090684,0.983590334,0.209421912,0.14192367,0.204701525,0.195556583,0.04431462,0.203782922,131.8,2697700,0.071727768,0.009600771,0.043222004,0.093931868,0.064944212,0.061163213,0.0171257,0.120843682,0.050524521,0.069021759,0.046113356,0.087667272,0.045594395,0.055195166,0.00533788,0.157986433,54482.02432,106.9,8.3,4846189.852,0.012324498,0.010195931,0.025527863,0.004568201,0.009490937,0.002163885,0.001627328,0.001768599,0.002030764,0.00083404,0.000781063,0.00187591,0.92681098
1/5/20,Manitoba/Saskatchewan,7.909459459,20.00684932,3.97260274,301.1547297,2.592567568,2529054,1.01288635,0.178849199,0.191324523,0.185022592,0.200687513,0.040883222,0.202882141,139.0170007,1237800,0.063661335,0.053320407,0.031022782,0.07893036,0.077233802,0.052512522,0.024559703,0.14768137,0.035142996,0.076829859,0.042737114,0.045968654,0.055259331,0.054209081,0.011714332,0.149216352,56964.11868,101.014362,8.269877762,2396299.215,0.012389442,0.012847448,0.042853652,0.004645575,0.028607501,0.017844523,0.00803963,0.004384124,0.001072044,0.000590594,0.001294215,0.003231657,0.862199595
1/5/20,Ontario,9.433142857,80.59803922,10.81045752,252.1868571,0.713714286,14520263,0.979964589,0.192439118,0.157652983,0.20696693,0.201456747,0.04352552,0.197729725,138.1,7427200,0.062971241,0.010017234,0.04105181,0.072167169,0.071063119,0.081214994,0.004523912,0.119372038,0.042007755,0.104615467,0.039516911,0.090814843,0.04931872,0.05346564,0.007149397,0.15072975,55760.27009,104.6,7.1,13885093.62,0.092386345,0.057365744,0.049329856,0.024157517,0.017030327,0.015570736,0.010592056,0.012578543,0.00681254,0.00230495,0.007775835,0.010543505,0.693552046
1/5/20,Quebec,6.158139535,73.17070707,9.444444444,347.5364341,0.024806202,8459483,0.996214265,0.216633468,0.159431374,0.202514008,0.176392926,0.046247129,0.198518575,132.4,4323000,0.058940551,0.013139024,0.041799676,0.059171871,0.065579459,0.05704372,0.009345362,0.138422392,0.040712468,0.115776081,0.044043488,0.079828823,0.057876475,0.053411982,0.005621096,0.159287532,48697.1373,104,6.7,8241813.607,0.039249118,0.018494677,0.027340865,0.066367287,0.004554325,0.008454482,0.007373812,0.00228959,0.003468684,0.00147337,0.002548076,0.005546514,0.812839201
1/6/20,Alberta,14.06758893,76.66489796,10.4122449,118.0403162,4.882213439,4349441,1.01626996,0.161139897,0.188346956,0.19312358,0.194861891,0.03079389,0.231534033,142.7,2315000,0.060907127,0.024535637,0.03300216,0.099784017,0.064708423,0.048596112,0.062289417,0.12112311,0.032742981,0.057019438,0.044535637,0.076198704,0.049546436,0.06112311,0.009892009,0.15399568,74539.00027,98,7.5,4140785.278,0.0347389,0.015437806,0.017458075,0.035202815,0.004559696,0.004568621,0.006640722,0.002265739,0.001711832,0.000821223,0.00111517,0.003019822,0.872459579
1/6/20,Atlantic,12.36449275,116.8413223,10.58677686,156.9014493,0.664492754,2433532,0.971370851,0.243268878,0.14120279,0.220145472,0.171044011,0.045844524,0.178210363,137.5211127,1142300,0.070034142,0.015670139,0.037905979,0.07423619,0.074148647,0.044296595,0.033791473,0.162216581,0.038868949,0.070384312,0.038518778,0.051300009,0.072660422,0.045434649,0.008579182,0.161953953,46301.70029,100.2,5.842587056,2367167.988,0.065037594,0.039496295,0.037922839,0.047135124,0.015503118,0.014930465,0.012036661,0.005653338,0.005597713,0.003153335,0.002702797,0.008411266,0.742419456
1/6/20,British Columbia,14.95669643,44.14832536,7.138755981,94.74241071,11.14642857,5100853,0.983590334,0.209421912,0.14192367,0.204701525,0.195556583,0.04431462,0.203782922,131.9,2691700,0.071293235,0.009102054,0.041572241,0.09328677,0.0657577,0.063157113,0.016309396,0.124791024,0.051268715,0.066612178,0.043615559,0.085967976,0.045621726,0.05561541,0.005201174,0.16082773,54543.77618,106.8,8.3,4846189.852,0.088915846,0.111661659,0.011193779,0.033729895,0.005087248,0.011743935,0.013421706,0.012546895,0.014082692,0.008998268,0.002959617,0.010575707,0.675082753
1/6/20,Manitoba/Saskatchewan,15.14391892,69.25578231,8.557823129,93.42027027,13.72027027,2531655,1.012885502,0.178848872,0.191323472,0.185023261,0.20068958,0.040882718,0.202881295,138.6326823,1240500,0.067230955,0.05401048,0.031035873,0.076662636,0.077226925,0.052156389,0.02426441,0.145022168,0.035308343,0.077307537,0.042724708,0.046110439,0.055300282,0.054091092,0.011446997,0.150100766,57006.17267,100.9074532,8.27378892,2396299.215,0.017102576,0.007790166,0.02249124,0.036502368,0.004223307,0.003188247,0.006879572,0.001048836,0.002154748,0.003081439,0.001689323,0.003296074,0.890552105
1/6/20,Ontario,15.66022727,77.17880795,8.834437086,84.89204545,19.28295455,14546914,0.979964589,0.192439118,0.157652983,0.20696693,0.201456747,0.04352552,0.197729725,138,7428300,0.061777257,0.009786896,0.041288047,0.0720084,0.07187378,0.080287549,0.004482856,0.119475519,0.042459244,0.105475008,0.039497597,0.091999515,0.04952681,0.053753887,0.007148338,0.149159296,55808.40118,104.7,7.1,13885093.62,0.063831868,0.046490392,0.038937129,0.024590508,0.017276352,0.014570697,0.009962792,0.008878913,0.005749529,0.002707589,0.004325997,0.008036733,0.754641501
1/6/20,Quebec,12.32461538,86.73206522,10.33695652,164.1953846,7.575384615,8471334,0.996214265,0.216633468,0.159431374,0.202514008,0.176392926,0.046247129,0.198518575,132,4327000,0.05974116,0.013219321,0.040443725,0.060087821,0.066142824,0.054864802,0.009475387,0.140281951,0.042338803,0.114929512,0.04289346,0.079292813,0.059209614,0.053732378,0.005592789,0.15775364,48732.37099,104.3,6.7,8241813.607,0.007258467,0.004267165,0.00593758,0.003665336,0.003086505,0.001367253,0.000843867,0.000819675,0.000325776,0.000138768,0.000352277,0.000651552,0.971285779
1/7/20,Alberta,16.21067194,77.8244898,9.514285714,69.63162055,15.49051383,4355377,1.01626996,0.161139897,0.188346956,0.19312358,0.194861891,0.03079389,0.231534033,143.6,2314900,0.055941941,0.024925483,0.035033911,0.100393106,0.065013607,0.049850965,0.06060737,0.120782755,0.033176379,0.057756275,0.046308696,0.075597218,0.049202989,0.061384941,0.010151626,0.153872737,74148.1953,97.6,7.5,4140785.278,0.019627621,0.020305805,0.009534313,0.009066438,0.006080854,0.003077281,0.006325721,0.001737855,0.001111017,0.001030506,0.000653525,0.000929708,0.920519354
1/7/20,Atlantic,16.97071429,68.90720721,8.810810811,60.64071429,33.05714286,2436621,0.971365049,0.243262288,0.141206203,0.220140104,0.171050812,0.045845866,0.178210727,138.4637527,1138200,0.071780004,0.016253734,0.037778949,0.075118608,0.072922158,0.045159023,0.032683184,0.163240204,0.037163943,0.070286417,0.040063258,0.051836233,0.071867862,0.044719733,0.009576524,0.159550167,46241.3102,100.4,5.84101931,2367167.988,0.017414995,0.010898721,0.026950955,0.005562861,0.010066628,0.002518576,0.002008488,0.001834919,0.002419231,0.000907142,0.000870734,0.002302825,0.916243925
1/7/20,British Columbia,16.94361233,64.44549763,9.180094787,48.87577093,18.89339207,5111022,0.983590334,0.209421912,0.14192367,0.204701525,0.195556583,0.04431462,0.203782922,132.4,2680800,0.073672038,0.008877947,0.042226201,0.093516861,0.067666368,0.062481349,0.016151895,0.125634139,0.049276335,0.065390928,0.044874664,0.085011937,0.04610564,0.05390182,0.00470009,0.160511788,54585.18808,106.4,8.3,4846189.852,0.008703114,0.005367704,0.013142118,0.005236003,0.005491238,0.002593604,0.002122703,0.001108587,0.002233293,0.00032157,0.000586628,0.001429301,0.951664135
1/7/20,Manitoba/Saskatchewan,17.81283784,66.78639456,7.972789116,40.56013514,34.38445946,2534256,1.012884655,0.178848546,0.191322424,0.185023928,0.200691643,0.040882216,0.202880451,138.9160015,1234200,0.066277751,0.05452925,0.031356344,0.078026252,0.076486793,0.052665694,0.023983147,0.146491655,0.035731648,0.075757576,0.043266894,0.04553557,0.05590666,0.05355696,0.010533139,0.149894669,56887.30346,101.0248448,8.272836402,2396299.215,0.098149954,0.057696211,0.051284292,0.024770614,0.018232877,0.016367756,0.011087996,0.013532616,0.006903552,0.002279695,0.008164889,0.011436417,0.680093131
1/7/20,Ontario,20.45144509,71.61849315,7.452054795,15.6150289,87.1300578,14573565,0.979964589,0.192439118,0.157652983,0.20696693,0.201456747,0.04352552,0.197729725,138.8,7415200,0.061414392,0.009979502,0.041522818,0.073457223,0.070449887,0.08061819,0.004666091,0.120630597,0.041981336,0.104029561,0.038569425,0.092607077,0.050517855,0.052729529,0.007160967,0.149665552,55872.00148,104.5,7.1,13885093.62,0.045369803,0.018798186,0.030520052,0.068355389,0.005108066,0.008948177,0.007859223,0.002414012,0.003406652,0.001453545,0.002513339,0.00588087,0.799372686
1/7/20,Quebec,17.14108527,62.35081967,7.595628415,68.89534884,45.16511628,8483186,0.996214265,0.216633468,0.159431374,0.202514008,0.176392926,0.046247129,0.198518575,132.6,4344900,0.058965684,0.012520426,0.041220742,0.061888651,0.066560795,0.054937973,0.010287924,0.137908813,0.042509609,0.116619485,0.041036618,0.080623259,0.058827591,0.056410965,0.004902299,0.154779166,48775.56194,105.4,6.7,8241813.607,0.0347389,0.015437806,0.017458075,0.035202815,0.004559696,0.004568621,0.006640722,0.002265739,0.001711832,0.000821223,0.00111517,0.003019822,0.872459579
1/8/20,Alberta,15.01547619,41.32540984,7.852459016,101.9575397,11.77420635,4362538,1.01626996,0.161139897,0.188346956,0.19312358,0.194861891,0.03079389,0.231534033,143.4,2300800,0.056980181,0.024773992,0.033944715,0.102659944,0.065151252,0.04867872,0.057501739,0.123218011,0.033988178,0.057892907,0.047461752,0.076495132,0.04798331,0.060544159,0.009518428,0.15320758,74084.38381,97.7,7.5,4140785.278,0.06874802,0.039307938,0.040893085,0.0499985,0.016146783,0.015482542,0.012542392,0.005845954,0.005719131,0.003197119,0.002812883,0.009124859,0.730180793
1/8/20,Atlantic,17.47099237,84.22871287,8.386138614,42.84198473,29.05725191,2440735,0.97136018,0.24325686,0.141208312,0.220135597,0.171057303,0.045846921,0.178210975,138.43105,1140700,0.070921364,0.01586745,0.037608486,0.076093627,0.073463663,0.044972385,0.034189533,0.162619444,0.037433155,0.072236346,0.037608486,0.050933637,0.072850004,0.044972385,0.008941878,0.159288156,46197.45733,100.4,5.840734558,2367167.988,0.093488212,0.111576498,0.012108045,0.034685433,0.005492968,0.012920546,0.014148157,0.013580499,0.014489062,0.008963658,0.003667168,0.011528635,0.663351119
1/8/20,British Columbia,17.35065502,45.43365385,5.995192308,47.92358079,28.65764192,5123363,0.983590334,0.209421912,0.14192367,0.204701525,0.195556583,0.04431462,0.203782922,132.2,2678300,0.073031401,0.009371616,0.041892245,0.093380129,0.067580181,0.0621663,0.016913714,0.123809879,0.048874286,0.063809133,0.043759101,0.09039316,0.04700743,0.053280066,0.005413882,0.159317478,54485.41025,106.4,8.3,4846189.852,0.026195171,0.015758562,0.01417952,0.047617873,0.000502502,0.005947881,0.004347601,0.000679326,0.00223376,0.004819543,0.000612829,0.003595332,0.873510101
1/8/20,Manitoba/Saskatchewan,15.86216216,61.82721088,7.904761905,82.39527027,20.09594595,2536555,1.012884567,0.178848512,0.191322314,0.185023998,0.200691859,0.040882163,0.202880363,138.6321978,1239400,0.065999677,0.053251573,0.029530418,0.077295466,0.078182992,0.053170889,0.024447313,0.148458932,0.035581733,0.075520413,0.043892206,0.046716153,0.05664031,0.053009521,0.010488946,0.147813458,56842.98276,100.9330958,8.272166115,2396299.215,0.068150733,0.046795965,0.041144143,0.025595142,0.018404248,0.015416995,0.010416074,0.009540593,0.005883548,0.002709617,0.004589771,0.008762197,0.742590973
1/8/20,Ontario,18.36627907,63.93356643,7.972027972,32.925,42.86395349,14604619,0.979964589,0.192439118,0.157652983,0.20696693,0.201456747,0.04352552,0.197729725,138.5,7457900,0.061438206,0.009748052,0.039434693,0.074176377,0.069684496,0.08228858,0.004894139,0.119980155,0.041553252,0.103930061,0.038496091,0.093632256,0.050845412,0.052065595,0.006905429,0.150927205,55757.2441,104.5,7.1,13885093.62,0.008598793,0.004134097,0.006742202,0.004264113,0.003306984,0.001434727,0.000957793,0.001131446,0.000470129,0.000150918,0.000386069,0.000752206,0.967670524
1/8/20,Quebec,15.7627907,72.99281768,9.414364641,81.44573643,17.33255814,8495971,0.996214265,0.216633468,0.159431374,0.202514008,0.176392926,0.046247129,0.198518575,132.4,4360800,0.060355898,0.012956338,0.039809209,0.062144561,0.068015043,0.055631994,0.009516602,0.139538617,0.042767382,0.116607045,0.041185104,0.078838745,0.057351862,0.056480462,0.005136672,0.153664465,48697.27369,106.3,6.7,8241813.607,0.033302878,0.020967079,0.011906424,0.012251571,0.007201833,0.003926945,0.015090153,0.001814994,0.000950119,0.001158654,0.000827534,0.001129496,0.889472318
1/9/20,Alberta,10.78695652,42.40493827,7.189300412,209.6106719,0.785770751,4369699,1.01626996,0.161139897,0.188346956,0.19312358,0.194861891,0.03079389,0.231534033,142.9,2310300,0.058780245,0.025754231,0.032549885,0.103233346,0.066484872,0.046747176,0.058650392,0.124139722,0.033112583,0.059169805,0.046747176,0.078864217,0.047915855,0.060035493,0.009262866,0.148552136,73995.80542,97.7,7.5,4140785.278,0.024535919,0.011615798,0.028369961,0.006754234,0.010645937,0.002922812,0.002471656,0.001898145,0.002873558,0.000983759,0.000967853,0.002818609,0.903141759
1/9/20,Atlantic,12.22954545,111.8069307,9.871287129,163.9409091,1.885606061,2444849,0.971355328,0.243251449,0.141210413,0.220131104,0.171063772,0.045847973,0.178211222,137.9427377,1141000,0.070727432,0.016038563,0.038562664,0.07572305,0.073619632,0.045574058,0.033216477,0.163102542,0.037072743,0.071165644,0.038737949,0.051007888,0.073006135,0.044785276,0.008764242,0.158895706,46144.45039,100.7,5.843203159,2367167.988,0.013725598,0.005342828,0.015332479,0.007256455,0.006366017,0.003136261,0.002373502,0.001158829,0.002188401,0.000323637,0.000698219,0.001770281,0.940327493
1/9/20,British Columbia,13.58608696,100.3275362,11.36714976,127.2095652,5.047826087,5135705,0.983590334,0.209421912,0.14192367,0.204701525,0.195556583,0.04431462,0.203782922,132,2658800,0.074507297,0.009214683,0.042237099,0.092372499,0.068828043,0.062547014,0.015871822,0.125018805,0.047615466,0.064051452,0.041409658,0.091469836,0.046186249,0.055100045,0.004927035,0.158642997,54412.87962,106,8.3,4846189.852,0.014757195,0.013561928,0.048900893,0.0052093,0.032451057,0.020062479,0.008338213,0.005082987,0.001202451,0.000624592,0.001416279,0.004025979,0.844366645
1/9/20,Manitoba/Saskatchewan,11.54452055,84.75616438,9.061643836,188.4657534,5.309589041,2538855,1.012884477,0.178848477,0.191322203,0.185024069,0.200692077,0.04088211,0.202880273,138.1862152,1241900,0.065947339,0.053869072,0.028665754,0.07730091,0.078911346,0.052097592,0.023995491,0.149448426,0.036476367,0.075368387,0.044367501,0.048313069,0.055640551,0.052661245,0.010306788,0.146630163,56830.85162,101.1332268,8.27621195,2396299.215,0.052352381,0.019072941,0.034008764,0.070278747,0.005719018,0.00945398,0.008361799,0.002540702,0.003339822,0.001431455,0.002474699,0.006224373,0.784741318
1/9/20,Ontario,14.55433526,82.81944444,10.13194444,109.9312139,13.01098266,14635673,0.979964589,0.192439118,0.157652983,0.20696693,0.201456747,0.04352552,0.197729725,137.5,7472600,0.061665284,0.009675347,0.039343736,0.075903969,0.070055938,0.081818912,0.004670396,0.120399861,0.040467843,0.103645318,0.038393598,0.093327624,0.050758772,0.051815968,0.006463614,0.151593823,55736.03989,105,7.1,13885093.62,0.038641691,0.015894827,0.019504745,0.037940148,0.004850345,0.004928033,0.007378532,0.002451646,0.001687392,0.00078667,0.001134399,0.003230991,0.861570582
1/9/20,Quebec,10.35078125,89.40112994,10.60451977,219.06875,1.42421875,8508756,0.996214265,0.216633468,0.159431374,0.202514008,0.176392926,0.046247129,0.198518575,132.1,4357900,0.061566351,0.012666651,0.039399711,0.063126735,0.06707359,0.055829643,0.009454095,0.139172537,0.041855022,0.116156865,0.040937149,0.078455219,0.057344134,0.055691962,0.004887675,0.156382661,48694.14197,106.8,6.7,8241813.607,0.06874802,0.039307938,0.040893085,0.0499985,0.016146783,0.015482542,0.012542392,0.005845954,0.005719131,0.003197119,0.002812883,0.009124859,0.730180793
1/10/20,Alberta,1.758102767,16.82975207,4.260330579,491.0332016,0,4376860,1.01626996,0.161139897,0.188346956,0.19312358,0.194861891,0.03079389,0.231534033,143.6,2319800,0.061944995,0.025174584,0.032545909,0.101646694,0.065393568,0.046728166,0.060177602,0.126907492,0.032589016,0.058367101,0.043796879,0.080136219,0.047374774,0.059315458,0.009440469,0.148461074,73868.30919,97.5,7.5,4140785.278,0.098189425,0.111370855,0.013082824,0.035629475,0.005924632,0.014199671,0.014897802,0.014683359,0.014891041,0.008919526,0.00453896,0.012553839,0.651118591
1/10/20,Atlantic,7.940909091,92.35784314,10.00980392,294.4431818,0,2448966,0.971350496,0.243246061,0.141212506,0.22012663,0.171070215,0.045849021,0.178211469,138.0098299,1138000,0.069947276,0.01572935,0.038049209,0.075307557,0.073725835,0.044463972,0.033040422,0.163181019,0.037434095,0.071528998,0.037961336,0.051142355,0.075219684,0.044639719,0.008787346,0.159841828,46128.43597,100.7,5.844960422,2367167.988,0.03190554,0.017241188,0.017284437,0.053015816,0.000603593,0.006924627,0.004090753,0.000625593,0.002253838,0.006590693,0.000687041,0.003634846,0.855142035
1/10/20,British Columbia,6.636363636,108.2582938,10.9478673,325.8138528,0,5148047,0.983590334,0.209421912,0.14192367,0.204701525,0.195556583,0.04431462,0.203782922,132.2,2680600,0.079944788,0.009550101,0.041520555,0.092591211,0.068119078,0.062075655,0.016749981,0.123218682,0.046071775,0.062150265,0.042080131,0.090240991,0.047452063,0.054689249,0.004924271,0.158621204,54358.49812,105.8,8.3,4846189.852,0.019472174,0.008282066,0.027250829,0.041962875,0.007302505,0.003082739,0.007598873,0.000900765,0.001900902,0.002681055,0.001298223,0.004942171,0.873324823
1/10/20,Manitoba/Saskatchewan,1.702758621,28.10410959,5.095890411,475.0131034,0,2541155,1.012884388,0.178848443,0.191322092,0.185024139,0.200692294,0.040882057,0.202880184,139.3321052,1240400,0.066027088,0.055627217,0.030393421,0.075782006,0.078119961,0.051273783,0.024024508,0.150677201,0.036036762,0.075862625,0.044743631,0.046920348,0.057803934,0.051193163,0.010399871,0.145114479,56869.85174,101.2333576,8.27742456,2396299.215,0.010179404,0.004002342,0.007650438,0.004957195,0.003540703,0.001504465,0.001086329,0.001560697,0.000677964,0.000164015,0.000422802,0.000867794,0.963385853
1/10/20,Ontario,7.975438596,115.2521127,11.00704225,294.7,1.561403509,14666727,0.979964589,0.192439118,0.157652983,0.20696693,0.201456747,0.04352552,0.197729725,137.9,7456300,0.060914931,0.009495326,0.040717246,0.076405188,0.070732133,0.083191395,0.004640371,0.120569183,0.040355136,0.101068895,0.038557998,0.09322318,0.051768303,0.052036533,0.00653139,0.149792793,55673.85862,105.2,7.1,13885093.62,0.055126766,0.021121381,0.01450574,0.016151526,0.008321244,0.004888878,0.03511914,0.001849284,0.000792688,0.001270935,0.001022296,0.00133872,0.838491401
1/10/20,Quebec,5.688372093,118.3583333,9.416666667,363.8821705,0,8521542,0.996214265,0.216633468,0.159431374,0.202514008,0.176392926,0.046247129,0.198518575,132.4,4339199,0.060126074,0.011776367,0.039846064,0.062062146,0.067846623,0.055517159,0.009563977,0.139541883,0.042081499,0.116772704,0.040491344,0.079438625,0.058835744,0.055286702,0.005093106,0.155719984,48663.75085,107.5,6.7,8241813.607,0.034434218,0.012331941,0.02974762,0.008168888,0.011214828,0.003378746,0.003029813,0.001955918,0.003399942,0.001062701,0.001071624,0.00343651,0.886767251
1/11/20,Alberta,-4.391304348,24.89626556,6.659751037,656.5355731,0,4382226,1.01626996,0.161139897,0.188346956,0.19312358,0.194861891,0.03079389,0.231534033,143.6,2306400,0.062911897,0.024757197,0.03251821,0.102714187,0.065253208,0.047389872,0.058576136,0.127384669,0.033342005,0.0592265,0.042924037,0.079778009,0.045915713,0.058922997,0.009495317,0.148890045,73537.82234,97,7.5,4140785.278,0.021548106,0.005293893,0.017806587,0.010010837,0.007346603,0.003775217,0.002641869,0.001205841,0.002134663,0.000324236,0.00082726,0.002182638,0.924902251
1/11/20,Atlantic,1.796268657,144.8980583,13.62135922,451.7977612,0,2449612,0.971348127,0.243243615,0.141213459,0.220124758,0.171073289,0.045849281,0.178211487,138.4113542,1133600,0.071189132,0.0151729,0.038814397,0.078599153,0.074717713,0.044019054,0.031669019,0.161785462,0.035815102,0.07154199,0.038196895,0.050811574,0.072776994,0.044548342,0.008909668,0.161432604,46101.00465,100.8,5.844890575,2367167.988,0.016088444,0.013918996,0.052181365,0.005510405,0.034525301,0.021249984,0.008482535,0.00546728,0.001272122,0.000641629,0.001479975,0.004488785,0.83469318
1/11/20,British Columbia,3.383760684,99.97783019,9.481132075,405.0311966,0,5151049,0.983590334,0.209421912,0.14192367,0.204701525,0.195556583,0.04431462,0.203782922,131.8,2665800,0.076412334,0.009115463,0.04193863,0.094005552,0.069435066,0.064483457,0.017330632,0.122889939,0.047002776,0.061632531,0.04227624,0.090591942,0.046177508,0.053304824,0.005326731,0.158076375,54403.62649,105.3,8.3,4846189.852,0.110431173,0.058179981,0.055254844,0.02596227,0.020833227,0.018029599,0.012112553,0.015614265,0.007067026,0.002223023,0.008974159,0.013413339,0.651904541
1/11/20,Manitoba/Saskatchewan,-6.759027778,15.26736111,4.986111111,709.1618056,0,2543006,1.012884097,0.178848331,0.191321732,0.185024368,0.200693004,0.040881884,0.202879894,138.9319544,1237800,0.06656972,0.055178543,0.029972532,0.07521409,0.078687995,0.051623849,0.023509452,0.151640006,0.036354823,0.07521409,0.044272096,0.046938116,0.056067216,0.051058329,0.010906447,0.146792697,56732.54898,100.7041367,8.276859704,2396299.215,0.04293136,0.016345736,0.021765201,0.040841257,0.005153327,0.005309341,0.008188476,0.002649622,0.001661303,0.000752667,0.001152575,0.003452777,0.849796357
